node,graph_nr,metric_name,_metric_value,save_name
0,0.0,degree_centrality,0.11111111111111112,ws
1,0.0,degree_centrality,0.13131313131313133,ws
99,0.0,degree_centrality,0.12121212121212122,ws
2,0.0,degree_centrality,0.12121212121212122,ws
98,0.0,degree_centrality,0.09090909090909091,ws
5,0.0,degree_centrality,0.14141414141414144,ws
95,0.0,degree_centrality,0.12121212121212122,ws
6,0.0,degree_centrality,0.11111111111111112,ws
94,0.0,degree_centrality,0.14141414141414144,ws
51,0.0,degree_centrality,0.13131313131313133,ws
50,0.0,degree_centrality,0.13131313131313133,ws
64,0.0,degree_centrality,0.12121212121212122,ws
4,0.0,degree_centrality,0.13131313131313133,ws
97,0.0,degree_centrality,0.12121212121212122,ws
96,0.0,degree_centrality,0.12121212121212122,ws
7,0.0,degree_centrality,0.12121212121212122,ws
18,0.0,degree_centrality,0.14141414141414144,ws
3,0.0,degree_centrality,0.10101010101010102,ws
41,0.0,degree_centrality,0.11111111111111112,ws
8,0.0,degree_centrality,0.11111111111111112,ws
15,0.0,degree_centrality,0.14141414141414144,ws
27,0.0,degree_centrality,0.10101010101010102,ws
56,0.0,degree_centrality,0.13131313131313133,ws
10,0.0,degree_centrality,0.10101010101010102,ws
89,0.0,degree_centrality,0.14141414141414144,ws
78,0.0,degree_centrality,0.14141414141414144,ws
19,0.0,degree_centrality,0.13131313131313133,ws
9,0.0,degree_centrality,0.12121212121212122,ws
11,0.0,degree_centrality,0.13131313131313133,ws
86,0.0,degree_centrality,0.12121212121212122,ws
24,0.0,degree_centrality,0.11111111111111112,ws
25,0.0,degree_centrality,0.11111111111111112,ws
12,0.0,degree_centrality,0.13131313131313133,ws
58,0.0,degree_centrality,0.11111111111111112,ws
13,0.0,degree_centrality,0.13131313131313133,ws
93,0.0,degree_centrality,0.11111111111111112,ws
14,0.0,degree_centrality,0.12121212121212122,ws
57,0.0,degree_centrality,0.13131313131313133,ws
16,0.0,degree_centrality,0.14141414141414144,ws
79,0.0,degree_centrality,0.11111111111111112,ws
17,0.0,degree_centrality,0.11111111111111112,ws
30,0.0,degree_centrality,0.11111111111111112,ws
40,0.0,degree_centrality,0.13131313131313133,ws
23,0.0,degree_centrality,0.13131313131313133,ws
20,0.0,degree_centrality,0.14141414141414144,ws
53,0.0,degree_centrality,0.11111111111111112,ws
21,0.0,degree_centrality,0.11111111111111112,ws
22,0.0,degree_centrality,0.12121212121212122,ws
32,0.0,degree_centrality,0.12121212121212122,ws
29,0.0,degree_centrality,0.12121212121212122,ws
71,0.0,degree_centrality,0.13131313131313133,ws
66,0.0,degree_centrality,0.12121212121212122,ws
26,0.0,degree_centrality,0.12121212121212122,ws
84,0.0,degree_centrality,0.13131313131313133,ws
48,0.0,degree_centrality,0.12121212121212122,ws
28,0.0,degree_centrality,0.14141414141414144,ws
54,0.0,degree_centrality,0.14141414141414144,ws
69,0.0,degree_centrality,0.11111111111111112,ws
31,0.0,degree_centrality,0.12121212121212122,ws
55,0.0,degree_centrality,0.11111111111111112,ws
74,0.0,degree_centrality,0.13131313131313133,ws
33,0.0,degree_centrality,0.10101010101010102,ws
34,0.0,degree_centrality,0.13131313131313133,ws
87,0.0,degree_centrality,0.13131313131313133,ws
35,0.0,degree_centrality,0.12121212121212122,ws
36,0.0,degree_centrality,0.12121212121212122,ws
38,0.0,degree_centrality,0.15151515151515152,ws
70,0.0,degree_centrality,0.14141414141414144,ws
80,0.0,degree_centrality,0.14141414141414144,ws
47,0.0,degree_centrality,0.10101010101010102,ws
37,0.0,degree_centrality,0.10101010101010102,ws
39,0.0,degree_centrality,0.12121212121212122,ws
42,0.0,degree_centrality,0.12121212121212122,ws
43,0.0,degree_centrality,0.12121212121212122,ws
44,0.0,degree_centrality,0.11111111111111112,ws
83,0.0,degree_centrality,0.12121212121212122,ws
91,0.0,degree_centrality,0.11111111111111112,ws
45,0.0,degree_centrality,0.09090909090909091,ws
63,0.0,degree_centrality,0.12121212121212122,ws
46,0.0,degree_centrality,0.11111111111111112,ws
49,0.0,degree_centrality,0.10101010101010102,ws
72,0.0,degree_centrality,0.12121212121212122,ws
85,0.0,degree_centrality,0.13131313131313133,ws
52,0.0,degree_centrality,0.11111111111111112,ws
59,0.0,degree_centrality,0.10101010101010102,ws
88,0.0,degree_centrality,0.12121212121212122,ws
60,0.0,degree_centrality,0.12121212121212122,ws
61,0.0,degree_centrality,0.11111111111111112,ws
62,0.0,degree_centrality,0.12121212121212122,ws
65,0.0,degree_centrality,0.11111111111111112,ws
92,0.0,degree_centrality,0.11111111111111112,ws
67,0.0,degree_centrality,0.13131313131313133,ws
68,0.0,degree_centrality,0.12121212121212122,ws
73,0.0,degree_centrality,0.10101010101010102,ws
75,0.0,degree_centrality,0.13131313131313133,ws
76,0.0,degree_centrality,0.13131313131313133,ws
77,0.0,degree_centrality,0.12121212121212122,ws
81,0.0,degree_centrality,0.11111111111111112,ws
82,0.0,degree_centrality,0.11111111111111112,ws
90,0.0,degree_centrality,0.12121212121212122,ws
0,0.0,betweenness_centrality,0.021245517388933745,ws
1,0.0,betweenness_centrality,0.02242744984242859,ws
99,0.0,betweenness_centrality,0.020300122614116543,ws
2,0.0,betweenness_centrality,0.007040463689238765,ws
98,0.0,betweenness_centrality,0.002475309814098348,ws
5,0.0,betweenness_centrality,0.0245736424635646,ws
95,0.0,betweenness_centrality,0.005173579199444522,ws
6,0.0,betweenness_centrality,0.011141401110727292,ws
94,0.0,betweenness_centrality,0.022168203364241853,ws
51,0.0,betweenness_centrality,0.023854633901998157,ws
50,0.0,betweenness_centrality,0.00965120137486957,ws
64,0.0,betweenness_centrality,0.010436279476982946,ws
4,0.0,betweenness_centrality,0.024860046373556422,ws
97,0.0,betweenness_centrality,0.0276201819219904,ws
96,0.0,betweenness_centrality,0.016209197465325183,ws
7,0.0,betweenness_centrality,0.004061599665546508,ws
18,0.0,betweenness_centrality,0.01691924179823244,ws
3,0.0,betweenness_centrality,0.014124768717912947,ws
41,0.0,betweenness_centrality,0.01194984058631811,ws
8,0.0,betweenness_centrality,0.0065574108522702765,ws
15,0.0,betweenness_centrality,0.009084648489870376,ws
27,0.0,betweenness_centrality,0.008018038443608166,ws
56,0.0,betweenness_centrality,0.026204333556265984,ws
10,0.0,betweenness_centrality,0.014148685064277676,ws
89,0.0,betweenness_centrality,0.026331692279194945,ws
78,0.0,betweenness_centrality,0.018662597017114667,ws
19,0.0,betweenness_centrality,0.029780334691530047,ws
9,0.0,betweenness_centrality,0.008605214880980608,ws
11,0.0,betweenness_centrality,0.011532111595349321,ws
86,0.0,betweenness_centrality,0.01836857578841792,ws
24,0.0,betweenness_centrality,0.01189243566491677,ws
25,0.0,betweenness_centrality,0.015646521066950723,ws
12,0.0,betweenness_centrality,0.009202526862394636,ws
58,0.0,betweenness_centrality,0.02156895136681329,ws
13,0.0,betweenness_centrality,0.013750675029245112,ws
93,0.0,betweenness_centrality,0.014873159511390115,ws
14,0.0,betweenness_centrality,0.009123807997293341,ws
57,0.0,betweenness_centrality,0.021852853495610516,ws
16,0.0,betweenness_centrality,0.022988791178841107,ws
79,0.0,betweenness_centrality,0.01633457540775187,ws
17,0.0,betweenness_centrality,0.0032834378310365414,ws
30,0.0,betweenness_centrality,0.009719263885968025,ws
40,0.0,betweenness_centrality,0.032835537626327155,ws
23,0.0,betweenness_centrality,0.014974648277833869,ws
20,0.0,betweenness_centrality,0.0242535757605208,ws
53,0.0,betweenness_centrality,0.017387319596617337,ws
21,0.0,betweenness_centrality,0.010156017905053303,ws
22,0.0,betweenness_centrality,0.017893664638328532,ws
32,0.0,betweenness_centrality,0.02655923242256585,ws
29,0.0,betweenness_centrality,0.005917669432426657,ws
71,0.0,betweenness_centrality,0.025540076162968744,ws
66,0.0,betweenness_centrality,0.011436835282220576,ws
26,0.0,betweenness_centrality,0.013617951429409256,ws
84,0.0,betweenness_centrality,0.02390855166661381,ws
48,0.0,betweenness_centrality,0.01495396787893298,ws
28,0.0,betweenness_centrality,0.021945371303003888,ws
54,0.0,betweenness_centrality,0.021603816215887313,ws
69,0.0,betweenness_centrality,0.01049048503727572,ws
31,0.0,betweenness_centrality,0.013151699096943067,ws
55,0.0,betweenness_centrality,0.011745553481791904,ws
74,0.0,betweenness_centrality,0.013498896926437243,ws
33,0.0,betweenness_centrality,0.004528138600491626,ws
34,0.0,betweenness_centrality,0.014295895063095856,ws
87,0.0,betweenness_centrality,0.019920008614242642,ws
35,0.0,betweenness_centrality,0.021875725878667852,ws
36,0.0,betweenness_centrality,0.005161533797095653,ws
38,0.0,betweenness_centrality,0.033072953780376516,ws
70,0.0,betweenness_centrality,0.02698227586590871,ws
80,0.0,betweenness_centrality,0.0199322113027669,ws
47,0.0,betweenness_centrality,0.013669981472589545,ws
37,0.0,betweenness_centrality,0.0043308490420348985,ws
39,0.0,betweenness_centrality,0.00532870447899175,ws
42,0.0,betweenness_centrality,0.013529417836660037,ws
43,0.0,betweenness_centrality,0.022167872774462923,ws
44,0.0,betweenness_centrality,0.004624412871523605,ws
83,0.0,betweenness_centrality,0.016153441333811223,ws
91,0.0,betweenness_centrality,0.012105973554917817,ws
45,0.0,betweenness_centrality,0.003730671864099742,ws
63,0.0,betweenness_centrality,0.014651801754011802,ws
46,0.0,betweenness_centrality,0.012221477668549406,ws
49,0.0,betweenness_centrality,0.004092599285615792,ws
72,0.0,betweenness_centrality,0.020439916124261007,ws
85,0.0,betweenness_centrality,0.014987460360110588,ws
52,0.0,betweenness_centrality,0.004098287147346598,ws
59,0.0,betweenness_centrality,0.012323873801085293,ws
88,0.0,betweenness_centrality,0.012656111995950202,ws
60,0.0,betweenness_centrality,0.011755724143138602,ws
61,0.0,betweenness_centrality,0.016192937456286444,ws
62,0.0,betweenness_centrality,0.01217100864794524,ws
65,0.0,betweenness_centrality,0.004336886987683315,ws
92,0.0,betweenness_centrality,0.014432111128149851,ws
67,0.0,betweenness_centrality,0.01091506518516603,ws
68,0.0,betweenness_centrality,0.004918937375856495,ws
73,0.0,betweenness_centrality,0.0033939611015028816,ws
75,0.0,betweenness_centrality,0.010059384684376633,ws
76,0.0,betweenness_centrality,0.00881697780824806,ws
77,0.0,betweenness_centrality,0.003020852487580844,ws
81,0.0,betweenness_centrality,0.0030655512875022955,ws
82,0.0,betweenness_centrality,0.003991094056166841,ws
90,0.0,betweenness_centrality,0.004243856629803831,ws
0,0.0,closeness_centrality,0.43043478260869567,ws
1,0.0,closeness_centrality,0.4439461883408072,ws
99,0.0,closeness_centrality,0.44594594594594594,ws
2,0.0,closeness_centrality,0.4125,ws
98,0.0,closeness_centrality,0.39285714285714285,ws
5,0.0,closeness_centrality,0.44594594594594594,ws
95,0.0,closeness_centrality,0.4125,ws
6,0.0,closeness_centrality,0.4125,ws
94,0.0,closeness_centrality,0.43612334801762115,ws
51,0.0,closeness_centrality,0.4267241379310345,ws
50,0.0,closeness_centrality,0.40408163265306124,ws
64,0.0,closeness_centrality,0.4074074074074074,ws
4,0.0,closeness_centrality,0.4439461883408072,ws
97,0.0,closeness_centrality,0.4604651162790698,ws
96,0.0,closeness_centrality,0.42857142857142855,ws
7,0.0,closeness_centrality,0.4024390243902439,ws
18,0.0,closeness_centrality,0.43612334801762115,ws
3,0.0,closeness_centrality,0.4248927038626609,ws
41,0.0,closeness_centrality,0.4107883817427386,ws
8,0.0,closeness_centrality,0.4024390243902439,ws
15,0.0,closeness_centrality,0.41596638655462187,ws
27,0.0,closeness_centrality,0.4008097165991903,ws
56,0.0,closeness_centrality,0.4520547945205479,ws
10,0.0,closeness_centrality,0.4057377049180328,ws
89,0.0,closeness_centrality,0.4583333333333333,ws
78,0.0,closeness_centrality,0.41596638655462187,ws
19,0.0,closeness_centrality,0.4541284403669725,ws
9,0.0,closeness_centrality,0.4090909090909091,ws
11,0.0,closeness_centrality,0.40408163265306124,ws
86,0.0,closeness_centrality,0.43231441048034935,ws
24,0.0,closeness_centrality,0.4267241379310345,ws
25,0.0,closeness_centrality,0.43043478260869567,ws
12,0.0,closeness_centrality,0.39759036144578314,ws
58,0.0,closeness_centrality,0.43043478260869567,ws
13,0.0,closeness_centrality,0.41422594142259417,ws
93,0.0,closeness_centrality,0.4267241379310345,ws
14,0.0,closeness_centrality,0.4125,ws
57,0.0,closeness_centrality,0.44594594594594594,ws
16,0.0,closeness_centrality,0.4541284403669725,ws
79,0.0,closeness_centrality,0.4090909090909091,ws
17,0.0,closeness_centrality,0.40408163265306124,ws
30,0.0,closeness_centrality,0.4090909090909091,ws
40,0.0,closeness_centrality,0.4479638009049774,ws
23,0.0,closeness_centrality,0.4267241379310345,ws
20,0.0,closeness_centrality,0.45,ws
53,0.0,closeness_centrality,0.4230769230769231,ws
21,0.0,closeness_centrality,0.4230769230769231,ws
22,0.0,closeness_centrality,0.4342105263157895,ws
32,0.0,closeness_centrality,0.45622119815668205,ws
29,0.0,closeness_centrality,0.4125,ws
71,0.0,closeness_centrality,0.4248927038626609,ws
66,0.0,closeness_centrality,0.4125,ws
26,0.0,closeness_centrality,0.4194915254237288,ws
84,0.0,closeness_centrality,0.4419642857142857,ws
48,0.0,closeness_centrality,0.4177215189873418,ws
28,0.0,closeness_centrality,0.44594594594594594,ws
54,0.0,closeness_centrality,0.4177215189873418,ws
69,0.0,closeness_centrality,0.40408163265306124,ws
31,0.0,closeness_centrality,0.4194915254237288,ws
55,0.0,closeness_centrality,0.4090909090909091,ws
74,0.0,closeness_centrality,0.40408163265306124,ws
33,0.0,closeness_centrality,0.38671875,ws
34,0.0,closeness_centrality,0.42127659574468085,ws
87,0.0,closeness_centrality,0.43612334801762115,ws
35,0.0,closeness_centrality,0.43043478260869567,ws
36,0.0,closeness_centrality,0.40408163265306124,ws
38,0.0,closeness_centrality,0.44594594594594594,ws
70,0.0,closeness_centrality,0.43612334801762115,ws
80,0.0,closeness_centrality,0.4230769230769231,ws
47,0.0,closeness_centrality,0.41596638655462187,ws
37,0.0,closeness_centrality,0.4024390243902439,ws
39,0.0,closeness_centrality,0.39759036144578314,ws
42,0.0,closeness_centrality,0.4248927038626609,ws
43,0.0,closeness_centrality,0.41596638655462187,ws
44,0.0,closeness_centrality,0.3852140077821012,ws
83,0.0,closeness_centrality,0.4230769230769231,ws
91,0.0,closeness_centrality,0.43043478260869567,ws
45,0.0,closeness_centrality,0.391304347826087,ws
63,0.0,closeness_centrality,0.4107883817427386,ws
46,0.0,closeness_centrality,0.4024390243902439,ws
49,0.0,closeness_centrality,0.3852140077821012,ws
72,0.0,closeness_centrality,0.4090909090909091,ws
85,0.0,closeness_centrality,0.4194915254237288,ws
52,0.0,closeness_centrality,0.39285714285714285,ws
59,0.0,closeness_centrality,0.4107883817427386,ws
88,0.0,closeness_centrality,0.42127659574468085,ws
60,0.0,closeness_centrality,0.41596638655462187,ws
61,0.0,closeness_centrality,0.4177215189873418,ws
62,0.0,closeness_centrality,0.4090909090909091,ws
65,0.0,closeness_centrality,0.38671875,ws
92,0.0,closeness_centrality,0.42127659574468085,ws
67,0.0,closeness_centrality,0.4090909090909091,ws
68,0.0,closeness_centrality,0.38671875,ws
